"filename", "language", "JSON with Comments", "PHP", "reStructuredText", "C++", "YAML", "JSON", "C", "Markdown", "XML", "CSS", "SQL", "JavaScript", "HTML", "comment", "blank", "total"
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\.eslintrc.json", "JSON with Comments", -42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -43
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\CODE_OF_CONDUCT.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, -28, 0, 0, 0, 0, 0, 0, -19, -47
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\CONTRIBUTING.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, -28, 0, 0, 0, 0, 0, 0, -16, -44
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\ajax.php", "PHP", 0, -39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6, -7, -52
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\browse_foreigners.php", "PHP", 0, -50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -13, -12, -75
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\changelog.php", "PHP", 0, -74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -25, -19, -118
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\chk_rel.php", "PHP", 0, -21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -9, -7, -37
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\composer.json", "JSON", 0, 0, 0, 0, 0, -97, 0, 0, 0, 0, 0, 0, 0, 0, -1, -98
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\composer.lock", "JSON", 0, 0, 0, 0, 0, -2667, 0, 0, 0, 0, 0, 0, 0, 0, -1, -2668
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\config.sample.inc.php", "PHP", 0, -10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -126, -19, -155
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\db_central_columns.php", "PHP", 0, -166, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -9, -7, -182
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\db_datadict.php", "PHP", 0, -140, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -46, -30, -216
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\db_designer.php", "PHP", 0, -177, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -8, -31, -216
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\db_events.php", "PHP", 0, -4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -12, -3, -19
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\db_export.php", "PHP", 0, -122, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -16, -13, -151
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\db_import.php", "PHP", 0, -28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -9, -8, -45
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\db_multi_table_query.php", "PHP", 0, -27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6, -6, -39
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\db_operations.php", "PHP", 0, -192, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -73, -44, -309
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\db_qbe.php", "PHP", 0, -140, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -22, -17, -179
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\db_routines.php", "PHP", 0, -5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -15, -4, -24
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\db_search.php", "PHP", 0, -46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -17, -11, -74
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\db_sql.php", "PHP", 0, -23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -17, -7, -47
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\db_sql_autocomplete.php", "PHP", 0, -19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6, -3, -28
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\db_sql_format.php", "PHP", 0, -7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -10, -5, -22
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\db_structure.php", "PHP", 0, -25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -8, -6, -39
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\db_tracking.php", "PHP", 0, -110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -21, -24, -155
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\db_triggers.php", "PHP", 0, -4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -12, -3, -19
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\doc\html\_static\basic.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, -452, 0, 0, 0, -26, -133, -611
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\doc\html\_static\classic.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, -196, 0, 0, 0, -13, -52, -261
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\doc\html\_static\default.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, -1, -2
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\doc\html\_static\doctools.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -185, 0, -76, -26, -287
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\doc\html\_static\jquery.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6607, 0, -1686, -1927, -10220
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\doc\html\_static\pygments.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, -69, 0, 0, 0, 0, 0, -69
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\doc\html\_static\searchtools.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -570, 0, -106, -75, -751
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\doc\html\_static\sidebar.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -104, 0, -33, -22, -159
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\doc\html\_static\underscore.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1071, 0, -300, -178, -1549
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\doc\html\_static\websupport.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -638, 0, -106, -65, -809
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\doc\html\bookmarks.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -176, 0, -10, -186
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\doc\html\charts.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -290, 0, -10, -300
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\doc\html\config.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5902, 0, -308, -6210
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\doc\html\copyright.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -141, 0, -10, -151
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\doc\html\credits.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1343, 0, -10, -1353
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\doc\html\developers.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -108, 0, -9, -117
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\doc\html\faq.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1998, 0, -19, -2017
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\doc\html\genindex.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2263, 0, -2002, -4265
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\doc\html\glossary.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -629, 0, -9, -638
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\doc\html\import_export.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -452, 0, -18, -470
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\doc\html\index.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -218, 0, -10, -228
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\doc\html\intro.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -185, 0, -10, -195
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\doc\html\other.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -148, 0, -10, -158
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\doc\html\privileges.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -178, 0, -10, -188
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\doc\html\relations.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -184, 0, -10, -194
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\doc\html\require.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -162, 0, -10, -172
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\doc\html\search.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -89, 0, -13, -102
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\doc\html\searchindex.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, -1
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\doc\html\security.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -209, 0, -10, -219
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\doc\html\settings.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -121, 0, -9, -130
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\doc\html\setup.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1400, 0, -54, -1454
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\doc\html\themes.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -208, 0, -16, -224
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\doc\html\transformations.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -235, 0, -10, -245
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\doc\html\two_factor.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -168, 0, -10, -178
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\doc\html\user.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -160, 0, -9, -169
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\doc\html\vendors.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -135, 0, -10, -145
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\error\400.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -180, 0, -22, -202
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\error\403.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -182, 0, -21, -203
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\error\404.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -183, 0, -20, -203
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\error\500.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -184, 0, -22, -206
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\error\501.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -179, 0, -23, -202
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\error\502.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -183, 0, -21, -204
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\error\503.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -180, 0, -23, -203
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\error\504.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -189, 0, -30, -219
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\error\505.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -180, 0, -23, -203
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\error\506.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -179, 0, -23, -202
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\error\507.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -179, 0, -23, -202
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\error\509.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -179, 0, -23, -202
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\error\510.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -179, 0, -23, -202
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\error\ApacheIndex.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -181, 0, -24, -205
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\error\index.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -181, 0, -24, -205
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\error_report.php", "PHP", 0, -106, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -19, -11, -136
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\examples\config.manyhosts.inc.php", "PHP", 0, -41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -9, -3, -53
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\examples\openid.php", "PHP", 0, -112, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -46, -19, -177
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\examples\signon-script.php", "PHP", 0, -9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -22, -5, -36
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\examples\signon.php", "PHP", 0, -50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -23, -3, -76
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\export.php", "PHP", 0, -430, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -80, -44, -554
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\gis_data_editor.php", "PHP", 0, -367, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -24, -44, -435
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\import.php", "PHP", 0, -599, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -86, -785
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\import_status.php", "PHP", 0, -35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -72, -15, -122
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\index.php", "PHP", 0, -545, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -82, -63, -690
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\js\ajax.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -538, 0, -271, -26, -835
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\js\chart.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -527, 0, -108, -42, -677
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\js\codemirror\addon\lint\sql-lint.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -34, 0, -1, -4, -39
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\js\common.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -332, 0, -193, -26, -551
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\js\config.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -577, 0, -229, -61, -867
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\js\console.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1171, 0, -272, -53, -1496
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\js\cross_framing_protection.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -8, 0, -6, -1, -15
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\js\db_central_columns.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -218, 0, -17, -6, -241
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\js\db_multi_table_query.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -178, 0, -17, -21, -216
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\js\db_operations.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -108, 0, -44, -16, -168
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\js\db_qbe.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -35, 0, -34, -11, -80
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\js\db_query_generator.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -109, 0, -10, -9, -128
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\js\db_search.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -156, 0, -68, -23, -247
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\js\db_structure.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -290, 0, -108, -30, -428
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\js\db_tracking.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -71, 0, -15, -8, -94
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\js\designer\database.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -109, 0, -1, -27, -137
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\js\designer\history.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -632, 0, -163, -61, -856
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\js\designer\init.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -50, 0, -4, -13, -67
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\js\designer\move.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1854, 0, -99, -158, -2111
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\js\designer\objects.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -14, 0, 0, -2, -16
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\js\designer\page.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -147, 0, -1, -13, -161
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\js\doclinks.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -355, 0, -6, -5, -366
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\js\error_report.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -203, 0, -89, -18, -310
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\js\export.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -812, 0, -111, -74, -997
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\js\export_output.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -8, 0, -1, -1, -10
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\js\functions.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3725, 0, -1068, -326, -5119
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\js\gis_data_editor.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -251, 0, -101, -43, -395
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\js\import.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -101, 0, -37, -18, -156
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\js\indexes.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -535, 0, -156, -62, -753
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\js\jqplot\plugins\jqplot.byteFormatter.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -36, 0, -10, -1, -47
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\js\keyhandler.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -108, 0, -13, -20, -141
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\js\makegrid.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1606, 0, -470, -208, -2284
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\js\menu-resizer.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -177, 0, -37, -9, -223
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\js\messages.php", "PHP", 0, -783, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -117, -89, -989
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\js\microhistory.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -177, 0, -154, -5, -336
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\js\multi_column_sort.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -56, 0, -23, -6, -85
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\js\navigation.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1240, 0, -350, -70, -1660
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\js\normalization.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -697, 0, -13, -20, -730
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\js\page_settings.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -42, 0, -10, -8, -60
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\js\replication.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -78, 0, -8, -7, -93
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\js\rte.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -668, 0, -382, -26, -1076
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\js\server_databases.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -95, 0, -37, -19, -151
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\js\server_plugins.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -11, 0, -5, -1, -17
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\js\server_privileges.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -346, 0, -93, -40, -479
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\js\server_status_advisor.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -75, 0, -12, -15, -102
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\js\server_status_monitor.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1748, 0, -162, -272, -2182
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\js\server_status_processes.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -109, 0, -70, -11, -190
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\js\server_status_queries.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -23, 0, -8, -4, -35
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\js\server_status_sorter.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -64, 0, -2, -5, -71
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\js\server_status_variables.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -76, 0, -13, -12, -101
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\js\server_user_groups.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -32, 0, -7, -3, -42
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\js\server_variables.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -96, 0, -7, -10, -113
"c:\Users\29032\Desktop\daershang\database\phpMyAdmin4.8.5\js\shortcuts_handler.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -85, 0, -11, -6, -102
